step,time,pv1_input_current_sum,pv1_input_current_avg,4000100388 output_source_priority,4000100388 charger_source_priority,4000100388 input_voltage_range,4000100388 ac_output_voltage,4000100388 ac_output_frequency,4000100388 max_ac_charging_current,4000100388 ac_input_current,4000100388 battery_charging_current,4000100388 ac_input_active_power,4000100388 ac_output_active_power,4000100388 pv1_input_current,4000100388 mode,4000100388 fault_mode,4000100237 output_source_priority,4000100237 charger_source_priority,4000100237 input_voltage_range,4000100237 ac_output_voltage,4000100237 ac_output_frequency,4000100237 max_ac_charging_current,4000100237 ac_input_current,4000100237 battery_charging_current,4000100237 ac_input_active_power,4000100237 ac_output_active_power,4000100237 pv1_input_current,4000100237 mode,4000100237 fault_mode
0,2024-04-23T11:45:31.539033,0.0,0.0,solar_utility_bat,solar_utility,appliance,230.7,50.0,30,0.0,0,0,30,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,49.9,30,0.0,0,0,10,0.0,B,48
0,2024-04-23T11:45:33.351916,0.0,0.0,solar_utility_bat,solar_utility,appliance,230.7,50.0,30,0.0,0,0,30,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,50.0,30,0.0,0,0,15,0.0,B,48
0,2024-04-23T11:45:35.193272,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.8,50.0,30,0.0,0,0,16,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,50.0,30,0.0,0,0,15,0.0,B,48
0,2024-04-23T11:45:37.037120,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.8,50.0,30,0.0,0,0,16,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.1,50.0,30,0.0,0,0,30,0.0,B,48
0,2024-04-23T11:45:38.723068,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.8,50.0,30,0.0,0,0,16,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.1,50.0,30,0.0,0,0,30,0.0,B,48
0,2024-04-23T11:45:40.518586,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.6,50.0,30,0.0,0,0,16,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,50.0,30,0.0,0,0,5,0.0,B,48
1,2024-04-23T11:45:43.990297,0.0,0.0,solar_utility_bat,solar_utility,appliance,230.1,50.0,30,0.0,0,0,25,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,49.9,30,0.0,0,0,22,0.0,B,48
1,2024-04-23T11:45:45.610482,0.0,0.0,solar_utility_bat,solar_utility,appliance,230.1,50.0,30,0.0,0,0,25,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,49.9,30,0.0,0,0,22,0.0,B,48
1,2024-04-23T11:45:47.192709,0.0,0.0,solar_utility_bat,solar_utility,appliance,230.1,50.0,30,0.0,0,0,25,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,49.9,30,0.0,0,0,22,0.0,B,48
1,2024-04-23T11:45:48.811215,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.4,50.0,30,0.0,0,0,4224,0.0,B,48,solar_utility_bat,solar_utility,appliance,229.9,50.0,30,0.0,0,0,4215,0.0,B,48
1,2024-04-23T11:45:51.160241,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.4,50.0,30,0.0,0,0,4224,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,49.9,30,0.0,0,0,4227,0.0,B,48
1,2024-04-23T11:45:52.849341,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.6,50.0,30,0.0,0,0,4225,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,49.9,30,0.0,0,0,4227,0.0,B,48
2,2024-04-23T11:45:56.197860,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.6,50.0,30,0.0,0,0,4225,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.0,49.9,30,0.0,0,0,4227,0.0,B,48
