step,time,pv1_input_current_sum,pv1_input_current_avg,4000100388 output_source_priority,4000100388 charger_source_priority,4000100388 input_voltage_range,4000100388 ac_output_voltage,4000100388 ac_output_frequency,4000100388 max_ac_charging_current,4000100388 ac_input_current,4000100388 battery_charging_current,4000100388 ac_input_active_power,4000100388 ac_output_active_power,4000100388 pv1_input_current,4000100388 mode,4000100388 fault_mode,4000100237 output_source_priority,4000100237 charger_source_priority,4000100237 input_voltage_range,4000100237 ac_output_voltage,4000100237 ac_output_frequency,4000100237 max_ac_charging_current,4000100237 ac_input_current,4000100237 battery_charging_current,4000100237 ac_input_active_power,4000100237 ac_output_active_power,4000100237 pv1_input_current,4000100237 mode,4000100237 fault_mode
0,2024-04-23T11:57:19.053769,0.0,0.0,solar_utility_bat,solar_utility,ups,230.0,50.0,30,0.4,0,94,13,0.0,L,48,solar_utility_bat,solar_utility,ups,230.9,49.9,30,0.2,0,47,0,0.0,L,48
0,2024-04-23T11:57:20.683973,0.0,0.0,solar_utility_bat,solar_utility,ups,230.0,50.0,30,0.4,0,94,13,0.0,L,48,solar_utility_bat,solar_utility,ups,230.9,49.9,30,0.2,0,47,0,0.0,B,48
0,2024-04-23T11:57:22.424133,0.0,0.0,solar_utility_bat,solar_utility,ups,230.0,50.0,30,0.4,0,94,13,0.0,B,48,solar_utility_bat,solar_utility,ups,230.3,50.0,30,0.0,0,0,4,0.0,B,48
0,2024-04-23T11:57:24.164063,0.0,0.0,solar_utility_bat,solar_utility,ups,229.8,49.9,30,0.0,0,0,11,0.0,B,48,solar_utility_bat,solar_utility,ups,230.3,50.0,30,0.0,0,0,4,0.0,B,48
0,2024-04-23T11:57:25.801550,0.0,0.0,solar_utility_bat,solar_utility,ups,229.8,49.9,30,0.0,0,0,11,0.0,B,48,solar_utility_bat,solar_utility,ups,230.3,50.0,30,0.0,0,0,4,0.0,B,48
0,2024-04-23T11:57:27.669618,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.8,49.9,30,0.0,0,0,11,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.3,50.0,30,0.0,0,0,4,0.0,B,48
1,2024-04-23T11:57:31.414255,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.8,50.0,30,0.0,0,0,14,0.0,B,48,solar_utility_bat,solar_utility,appliance,229.8,50.0,30,0.0,0,0,0,0.0,B,48
1,2024-04-23T11:57:32.936485,0.0,0.0,solar_utility_bat,solar_utility,appliance,229.8,50.0,30,0.0,0,0,14,0.0,B,48,solar_utility_bat,solar_utility,appliance,229.8,50.0,30,0.0,0,0,0,0.0,B,48
1,2024-04-23T11:57:34.812164,0.0,0.0,solar_utility_bat,solar_utility,appliance,219.4,50.0,30,0.0,0,0,3863,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.3,50.0,30,0.0,0,0,4237,0.0,B,48
1,2024-04-23T11:57:36.337838,0.0,0.0,solar_utility_bat,solar_utility,appliance,219.4,50.0,30,0.0,0,0,3863,0.0,B,48,solar_utility_bat,solar_utility,appliance,230.3,50.0,30,0.0,0,0,4237,0.0,B,48
