1.050839,1.050839,2.10708,3.208199
3.163683,4.221171,6.346025,10.624652
2.106967,3.172054,4.231537,12.738238
3.183365,4.242509,5.293085,6.380646
1.065441,2.137893,3.199041,4.249168
1.060375,3.169925,5.324736,10.598214
1.049619,2.098016,5.339475,10.68185
5.314837,6.389221,10.588812,13.796773
3.200833,4.27084,6.395949,11.69524
2.149796,5.30861,7.420268,13.861182
3.154893,4.216485,4.216485,5.276166
2.134296,4.240404,6.371119,11.66779
4.272957,5.331985,6.415786,8.57243
4.261628,6.410216,8.516165,9.614618
4.322195,5.399873,6.477417,13.92283
5.31632,6.365061,11.765375,14.963766
5.377417,7.53483,8.590527,9.653786
5.330544,6.405844,7.468592,8.527746
3.17223,4.260544,5.311766,6.367503
1.080422,2.137598,3.188863,6.351767
4.286412,6.409764,7.471796,10.664684
3.214744,4.272337,5.33281,10.670442
1.072102,2.127283,4.283939,10.730793
5.340244,6.446214,7.502739,26.713976
3.127533,4.189385,4.189385,5.230978
4.181391,5.232754,6.30385,8.429136
5.278245,6.355779,7.415681,10.620303
1.055761,2.111207,4.248133,5.297388
5.254348,6.349901,10.608975,15.88404
4.221523,5.278138,5.278138,6.338795
2.112894,3.164619,4.221019,8.500081
2.105489,3.197507,7.46879,16.961499
5.313923,6.364875,7.407674,10.551924
3.214931,4.272443,7.512653,9.674109
3.232719,6.433938,7.489647,8.540282
3.174966,4.220332,5.268753,9.572424
3.176411,3.176411,4.255018,8.498134
4.253681,5.293797,8.546327,10.642724
2.159686,4.255642,5.321419,9.590111
2.116215,3.174401,8.486127,10.634843
3.179446,4.217245,5.265581,7.373115
4.244878,7.391614,8.443,10.59897
4.304285,5.358015,7.526632,9.663206
2.137676,3.226039,4.274397,8.5506
3.17747,4.261665,6.371735,11.734685
1.073378,2.12459,4.227584,5.290131
5.248238,7.363265,10.583274,12.699381
1.052769,2.09977,6.378286,10.64812
5.333687,8.538965,9.610302,11.719001
3.172841,4.265148,5.320009,8.479763
3.221515,4.283513,10.609157,14.883038
4.29941,5.368064,6.452435,7.519105
1.044271,2.09409,3.142778,8.55247
1.080898,2.134584,3.214382,4.297086
1.055692,2.105994,4.209933,11.635996
4.221894,5.291846,6.342384,8.468982
5.305312,6.386181,7.421842,7.421842
1.059854,4.24315,8.530618,9.591924
1.088371,2.193336,6.414252,7.483139
3.177761,4.240465,6.387425,7.448713
5.316325,6.402731,13.875195,16.016411
3.181745,4.222113,5.272424,6.334364
1.057402,4.270498,5.328822,6.386218
2.146758,3.198932,4.252914,5.304697
1.096398,3.218117,3.218117,11.737769
4.260305,5.326693,7.466798,10.666599
5.347577,6.447066,11.772866,11.772866
5.312872,6.409187,7.499769,10.658388
4.267235,5.358874,8.518189,12.759551
3.248743,5.396781,9.635487,17.138092
6.354713,8.449551,10.598836,13.832431
5.254604,6.389883,7.44949,10.695631
4.247412,5.301018,7.410593,9.554185
4.25872,6.394427,8.531532,20.23213
3.182603,4.230799,5.311082,9.598167
3.168956,5.291523,6.367585,8.486243
1.051166,3.168569,5.287964,8.509618
3.197621,4.26017,6.367486,10.608564
2.09762,3.149247,5.254382,11.653727
2.114178,3.159029,5.275483,9.530837
1.053845,2.109093,8.536839,10.65719
1.053394,3.167102,6.398122,7.469334
4.251921,5.30513,6.376928,7.490252
1.079084,3.205836,5.314431,8.512712
1.055068,2.109299,3.187802,4.236788
1.060163,2.103338,5.275104,5.275104
5.378825,6.431013,8.581874,10.728636
4.30181,6.459721,7.530897,10.746383
2.150763,3.21108,4.266936,5.323246
1.069424,3.262063,7.491126,12.861599
2.11457,5.278647,6.340941,8.516662
3.179154,4.278057,5.366073,6.419152
1.04744,3.167697,4.215639,9.553366
1.053073,3.16804,4.211906,6.331077
3.18687,4.308843,5.377607,12.837486
5.247727,6.305933,7.360232,10.587057
3.164308,4.255269,7.43827,12.779475
1.053144,5.268527,8.464068,11.667429
4.264781,5.354682,11.733126,12.789641
5.312942,6.361872,7.411135,17.087857
3.1038277999999995,4.5303463399999995,6.594810520000001,10.039054310000001
4.362939,6.491119,7.571116,12.939355
1.079321,1.079321,1.079321,3.21373
2.109805,3.221123,6.479903,11.731416
1.081584,1.081584,1.081584,1.081584
2.10594,4.287203,5.343443,10.652429
1.057254,1.057254,1.057254,2.126966
2.153595,4.243717,6.405921,8.497598
1.083011,1.083011,1.083011,1.083011
1.049644,2.099899,4.19872,6.349734
1.081979,1.081979,1.081979,1.081979
2.9788439621621614,4.353974687747747,6.319442473153155,9.66398457036036
2.086799,3.17202,8.470322,9.51938
1.048034,1.048034,1.048034,2.101485
1.047396,1.047396,1.047396,1.047396
5.314786,6.363872,9.547317,11.635423
1.066444,1.066444,1.066444,2.124329
4.236511,5.283475,8.452165,9.507156
1.051547,2.104804,4.283616,6.405096
1.083376,2.167825,9.541946,12.799922
1.096973,2.143543,4.314754,6.423239
1.058133,3.168704,4.217369,6.329394
2.891151825919361,4.223043295309407,6.227597704861915,9.428353212134096
1.050006,1.050006,1.050006,2.088235
1.048372,2.094157,3.167241,7.434305
5.35949,6.413447,8.523599,18.052499
1.0511,2.137908,3.217146,8.61751
1.047226,1.047226,1.047226,1.047226
4.253223,5.303186,7.435624,12.798122
1.044716,1.044716,1.044716,3.227292
1.075877,2.132291,5.329176,6.393649
1.086767,1.086767,1.086767,1.086767
1.048032,2.099667,4.247607,8.445935
5.308312,6.374029,11.809408,12.889027
1.053075,3.175191,4.284862,6.386862
2.8150953376894914,4.099206787578201,6.061021449614929,9.245591659944399
