Timestamp,URMS,UMN,UDC,UAC,IRMS,IMN,IDC,IAC,P,S,Q,LAMB,PHI,FU,FI
2024-05-06T11:44:01,0.0257,0.0211,0.0002,0.0257,1.82,1.12,0.02,1.82,-0.02,0.05,0.04,-0.4462,116.5,nan,nan
2024-05-06T11:44:02,0.0241,0.0211,0.0002,0.0241,1.82,1.13,0.02,1.82,-0.02,0.04,0.04,-0.5016,120.11,nan,nan
2024-05-06T11:44:04,0.0247,0.0211,0.0002,0.0247,1.85,1.12,0.02,1.85,-0.02,0.05,0.04,-0.4198,114.82,nan,nan
2024-05-06T11:44:05,0.0262,0.0212,0.0003,0.0261,1.83,1.13,0.02,1.83,-0.02,0.05,0.04,-0.4132,114.41,nan,nan
2024-05-06T11:44:06,0.0238,0.0211,0.0002,0.0238,1.83,1.14,0.02,1.83,-0.02,0.04,0.04,-0.4662,117.79,nan,nan
2024-05-06T11:44:08
